Country,Year,HepatitisB,Measles,BMI,Polio,Diphtheria,HIV/AIDS,Alcohol,LifeExpectancy 
Jamaica,2012,96.0,0.0,52.0,96.0,96.0,0.5,3.7,75.3
Jamaica,2011,92.0,1.0,51.2,93.0,92.0,0.6,3.6,75.2
Jamaica,2010,94.0,0.0,5.5,94.0,94.0,0.5,3.6,75.0
Jamaica,2009,9.0,0.0,49.7,9.0,9.0,0.6,3.3,74.7
Jamaica,2008,92.0,2.0,48.9,91.0,91.0,0.4,3.5,74.5
Jamaica,2007,92.0,0.0,48.1,94.0,92.0,0.9,3.6,74.2
Jamaica,2006,97.0,0.0,47.2,99.0,95.0,1.5,3.6,74.0
Jamaica,2005,99.0,0.0,46.3,99.0,99.0,1.9,3.6,73.5
Jamaica,2004,98.0,0.0,45.4,97.0,98.0,2.3,3.7,73.3
Jamaica,2003,36.0,0.0,44.5,99.0,96.0,2.3,3.5,73.1
Jamaica,2002,0.0,0.0,43.5,99.0,99.0,2.3,3.8,73.0
Jamaica,2001,0.0,0.0,42.5,99.0,99.0,2.2,3.9,72.7
Jamaica,2000,0.0,0.0,41.6,95.0,93.0,2.2,3.5,72.6
Japan,2015,0.0,35.0,29.0,99.0,96.0,0.1,0.0,83.7
Japan,2014,0.0,462.0,28.6,99.0,96.0,0.1,0.0,83.5
Japan,2013,0.0,229.0,28.2,99.0,96.0,0.1,7.6,83.5
Japan,2012,0.0,228.0,27.8,99.0,97.0,0.1,7.4,83.3
Japan,2011,0.0,434.0,27.4,96.0,97.0,0.1,7.4,82.5
Japan,2010,0.0,450.0,26.9,98.0,97.0,0.1,6.9,83.0
Japan,2009,0.0,741.0,26.4,99.0,97.0,0.1,7.1,83.0
Japan,2008,0.0,11015.0,25.9,98.0,98.0,0.1,7.1,82.7
Japan,2007,0.0,0.0,25.4,97.0,98.0,0.1,7.3,82.6
Japan,2006,0.0,520.0,24.9,95.0,98.0,0.1,7.5,82.4
Japan,2005,0.0,0.0,24.4,95.0,98.0,0.1,8.0,82.0
Japan,2004,0.0,8752.0,23.8,97.0,99.0,0.1,7.7,82.1
Japan,2003,0.0,8286.0,23.4,97.0,97.0,0.1,7.8,81.9
Japan,2002,0.0,33812.0,22.9,89.0,96.0,0.1,7.9,81.8
Japan,2001,0.0,22552.0,22.5,81.0,95.0,0.1,8.0,81.5
Japan,2000,0.0,22497.0,22.2,98.0,85.0,0.1,8.0,81.1
Jordan,2015,99.0,0.0,65.6,99.0,99.0,0.1,0.0,74.1
Jordan,2014,98.0,20.0,64.8,98.0,98.0,0.1,0.4,74.0
Jordan,2013,98.0,120.0,64.0,98.0,98.0,0.1,0.4,73.9
Jordan,2012,98.0,3.0,63.2,98.0,98.0,0.1,0.4,73.7
Jordan,2011,98.0,0.0,62.4,98.0,98.0,0.1,0.4,73.6
Jordan,2010,98.0,0.0,61.7,98.0,98.0,0.1,0.5,73.4
Jordan,2009,98.0,0.0,6.9,98.0,98.0,0.1,0.6,73.3
Jordan,2008,97.0,2.0,6.1,98.0,97.0,0.1,0.6,73.1
Jordan,2007,98.0,41.0,59.3,98.0,98.0,0.1,0.6,73.0
Jordan,2006,98.0,1.0,58.6,98.0,98.0,0.1,0.6,72.8
Jordan,2005,95.0,28.0,57.8,95.0,95.0,0.1,0.6,72.4
Jordan,2004,95.0,21.0,57.0,95.0,95.0,0.1,0.5,72.5
Jordan,2003,97.0,76.0,56.3,97.0,97.0,0.1,0.5,72.3
Jordan,2002,95.0,19.0,55.5,95.0,95.0,0.1,0.5,72.1
Jordan,2001,97.0,61.0,54.8,97.0,99.0,0.1,0.6,71.9
Jordan,2000,93.0,32.0,54.0,94.0,91.0,0.1,0.5,71.7
Kazakhstan,2015,98.0,526.0,53.1,98.0,98.0,0.1,0.0,72.0
Kazakhstan,2014,95.0,321.0,52.3,95.0,95.0,0.1,6.3,69.9
Kazakhstan,2013,99.0,73.0,51.4,98.0,98.0,0.1,6.5,69.5
Kazakhstan,2012,95.0,55.0,5.6,98.0,99.0,0.1,6.8,69.1
Kazakhstan,2011,99.0,127.0,49.9,99.0,99.0,0.1,6.6,68.5
Kazakhstan,2010,99.0,4.0,49.2,98.0,99.0,0.1,6.8,67.8
Kazakhstan,2009,99.0,0.0,48.5,99.0,98.0,0.1,6.6,67.8
Kazakhstan,2008,99.0,20.0,47.9,99.0,99.0,0.1,7.6,66.6
Kazakhstan,2007,94.0,13.0,47.3,94.0,93.0,0.1,7.4,65.3
Kazakhstan,2006,99.0,109.0,46.8,99.0,99.0,0.1,7.1,65.0
Kazakhstan,2005,94.0,16118.0,46.3,99.0,98.0,0.1,6.9,64.6
Kazakhstan,2004,99.0,2204.0,45.8,99.0,82.0,0.1,6.6,64.7
Kazakhstan,2003,99.0,24.0,45.3,99.0,99.0,0.1,6.6,64.4
Kazakhstan,2002,95.0,18.0,44.8,95.0,95.0,0.1,6.0,64.7
Kazakhstan,2001,95.0,94.0,44.4,95.0,95.0,0.1,5.8,64.4
Kazakhstan,2000,99.0,245.0,43.9,96.0,97.0,0.1,6.0,63.9
Kenya,2015,89.0,95.0,22.0,83.0,89.0,2.8,0.0,63.4
Kenya,2014,92.0,354.0,21.3,93.0,92.0,2.9,0.0,62.9
Kenya,2013,93.0,190.0,2.7,94.0,87.0,3.0,1.8,62.6
Kenya,2012,94.0,0.0,2.1,94.0,94.0,3.0,1.8,62.1
Kenya,2011,96.0,2395.0,19.5,97.0,96.0,3.4,1.8,61.2
Kenya,2010,9.0,95.0,18.9,9.0,9.0,4.3,1.7,63.0
Kenya,2009,88.0,1218.0,18.4,89.0,88.0,5.0,1.9,59.1
Kenya,2008,88.0,1282.0,17.9,88.0,88.0,6.4,1.7,57.9
Kenya,2007,81.0,1516.0,17.3,76.0,81.0,9.1,2.0,56.8
Kenya,2006,8.0,1847.0,16.9,77.0,8.0,10.3,1.8,55.3
Kenya,2005,76.0,153.0,16.4,7.0,76.0,11.6,1.8,54.1
Kenya,2004,73.0,20.0,15.9,73.0,73.0,13.2,1.4,53.0
Kenya,2003,73.0,65.0,15.5,75.0,73.0,14.5,1.5,52.4
Kenya,2002,84.0,766.0,15.1,83.0,84.0,15.7,1.7,52.1
Kenya,2001,0.0,11304.0,14.7,77.0,8.0,16.9,1.6,51.9
Kenya,2000,0.0,21002.0,14.4,8.0,82.0,18.1,1.5,51.9
Kiribati,2015,82.0,0.0,77.6,8.0,78.0,0.1,0.0,66.3
Kiribati,2014,75.0,0.0,77.1,79.0,75.0,0.1,0.0,66.1
Kiribati,2013,95.0,0.0,76.7,91.0,95.0,0.1,0.0,65.8
Kiribati,2012,94.0,0.0,76.2,92.0,94.0,0.1,0.0,65.7
Kiribati,2011,95.0,0.0,75.7,95.0,99.0,0.1,0.5,65.5
Kiribati,2010,91.0,0.0,75.2,95.0,91.0,0.1,0.5,65.3
Kiribati,2009,86.0,0.0,74.6,84.0,86.0,0.1,0.5,65.2
Kiribati,2008,83.0,0.0,74.1,74.0,82.0,0.1,0.5,65.1
Kiribati,2007,96.0,0.0,73.4,93.0,94.0,0.1,0.7,65.0
Kiribati,2006,88.0,0.0,72.8,86.0,86.0,0.1,0.8,65.0
Kiribati,2005,5.0,0.0,72.1,74.0,79.0,0.1,0.6,64.9
Kiribati,2004,67.0,0.0,71.4,61.0,62.0,0.1,0.5,64.8
Kiribati,2003,73.0,0.0,7.6,79.0,7.0,0.1,0.5,64.7
Kiribati,2002,79.0,0.0,69.7,96.0,77.0,0.1,0.5,64.6
Kiribati,2001,85.0,0.0,68.8,88.0,85.0,0.1,0.6,64.3
Kiribati,2000,9.0,0.0,67.9,9.0,9.0,0.1,0.5,64.1
Latvia,2015,94.0,0.0,61.2,95.0,95.0,0.1,0.0,74.6
Latvia,2014,92.0,36.0,6.7,92.0,92.0,0.1,0.0,74.4
Latvia,2013,94.0,0.0,6.2,94.0,94.0,0.1,10.4,74.1
Latvia,2012,9.0,3.0,59.8,91.0,91.0,0.1,10.2,73.8
Latvia,2011,89.0,1.0,59.4,92.0,92.0,0.1,10.1,73.6
Latvia,2010,91.0,0.0,58.9,92.0,92.0,0.1,9.8,72.8
Latvia,2009,92.0,0.0,58.5,94.0,94.0,0.1,9.9,72.6
Latvia,2008,93.0,3.0,58.1,94.0,94.0,0.1,11.8,71.9
Latvia,2007,91.0,0.0,57.7,94.0,94.0,0.1,12.1,78.0
Latvia,2006,94.0,7.0,57.4,96.0,96.0,0.1,10.4,75.0
Latvia,2005,99.0,2.0,57.0,99.0,99.0,0.1,9.9,76.0
Latvia,2004,98.0,0.0,56.6,99.0,99.0,0.1,8.8,71.0
Latvia,2003,98.0,0.0,56.3,98.0,98.0,0.1,8.2,78.0
Latvia,2002,98.0,0.0,56.0,98.0,97.0,0.1,7.4,73.0
Latvia,2001,96.0,1.0,55.7,97.0,97.0,0.1,6.7,69.9
Latvia,2000,95.0,0.0,55.4,96.0,96.0,0.1,7.1,71.0
Lebanon,2015,81.0,39.0,66.1,75.0,81.0,0.1,0.0,74.9
Lebanon,2014,81.0,112.0,65.4,75.0,81.0,0.1,1.3,74.8
Lebanon,2013,81.0,1761.0,64.9,75.0,81.0,0.1,1.3,74.9
Lebanon,2012,81.0,9.0,64.4,75.0,81.0,0.1,1.5,75.0
Lebanon,2011,81.0,9.0,64.0,75.0,81.0,0.1,1.6,75.0
Lebanon,2010,81.0,12.0,63.5,75.0,81.0,0.1,1.6,74.9
Lebanon,2009,81.0,22.0,63.0,75.0,81.0,0.1,1.6,74.7
Lebanon,2008,81.0,24.0,62.5,75.0,81.0,0.1,1.7,74.5
Lebanon,2007,8.0,373.0,61.9,75.0,8.0,0.1,1.7,74.4
Lebanon,2006,78.0,956.0,61.4,75.0,78.0,0.1,1.8,74.1
Lebanon,2005,77.0,618.0,6.8,74.0,77.0,0.1,1.9,73.9
Lebanon,2004,75.0,213.0,6.2,74.0,75.0,0.1,2.1,73.7
Lebanon,2003,74.0,526.0,59.7,74.0,74.0,0.1,2.2,73.5
Lebanon,2002,77.0,36.0,59.1,77.0,77.0,0.1,2.0,73.2
Lebanon,2001,8.0,8.0,58.6,8.0,8.0,0.1,2.2,73.0
Lebanon,2000,83.0,5.0,57.9,83.0,83.0,0.1,2.3,72.7
Lesotho,2015,93.0,0.0,32.6,9.0,93.0,9.3,0.0,53.7
Lesotho,2014,93.0,0.0,32.0,9.0,93.0,9.4,0.0,52.1
Lesotho,2013,93.0,516.0,31.4,9.0,93.0,9.6,0.0,52.1
Lesotho,2012,95.0,179.0,3.8,93.0,95.0,9.0,0.0,52.2
Lesotho,2011,96.0,172.0,3.2,95.0,96.0,10.5,2.4,52.3
Lesotho,2010,93.0,2488.0,29.7,92.0,93.0,13.4,2.7,51.1
Lesotho,2009,91.0,0.0,29.2,89.0,91.0,18.2,2.8,49.4
Lesotho,2008,88.0,0.0,28.8,86.0,88.0,27.3,2.8,47.8
Lesotho,2007,9.0,2.0,28.3,87.0,88.0,30.0,2.7,46.2
Lesotho,2006,91.0,1.0,27.9,88.0,89.0,34.1,2.6,45.3
Lesotho,2005,87.0,0.0,27.4,88.0,89.0,34.8,2.7,44.5
Lesotho,2004,6.0,31.0,26.9,89.0,9.0,34.6,1.8,44.8
Lesotho,2003,17.0,1.0,26.4,9.0,9.0,33.8,2.0,45.5
Lesotho,2002,0.0,0.0,25.9,84.0,84.0,32.5,3.0,46.4
Lesotho,2001,0.0,217.0,25.4,78.0,78.0,31.2,2.9,47.8
Lesotho,2000,0.0,660.0,24.9,82.0,83.0,29.8,3.1,49.3
Liberia,2015,52.0,1060.0,27.3,52.0,52.0,0.9,0.0,61.4
Liberia,2014,5.0,34.0,26.7,49.0,5.0,0.9,0.0,58.1
Liberia,2013,76.0,0.0,26.1,75.0,76.0,1.1,0.0,61.1
Liberia,2012,8.0,43.0,25.6,8.0,8.0,1.2,0.0,67.0
Liberia,2011,77.0,279.0,25.0,77.0,77.0,1.5,3.7,62.0
Liberia,2010,47.0,2200.0,24.5,71.0,7.0,1.8,3.6,59.7
Liberia,2009,64.0,6.0,24.0,84.0,81.0,2.1,3.8,59.2
Liberia,2008,64.0,1.0,23.4,79.0,75.0,2.4,3.9,58.6
Liberia,2007,0.0,1.0,22.9,67.0,65.0,2.8,4.0,57.9
Liberia,2006,0.0,20.0,22.4,66.0,6.0,3.0,4.1,56.7
Liberia,2005,0.0,8.0,22.0,66.0,6.0,3.1,4.2,55.3
Liberia,2004,0.0,4.0,21.5,47.0,31.0,3.2,4.2,54.0
Liberia,2003,0.0,142.0,21.1,49.0,35.0,3.2,4.2,50.0
Liberia,2002,0.0,131.0,2.7,51.0,39.0,3.1,4.3,56.0
Liberia,2001,0.0,1379.0,2.4,54.0,42.0,3.1,4.4,51.5
Liberia,2000,0.0,5977.0,2.2,56.0,46.0,3.1,4.5,51.9
Lithuania,2015,94.0,50.0,62.4,93.0,93.0,0.1,0.0,73.6
Lithuania,2014,94.0,11.0,61.9,93.0,93.0,0.1,15.2,73.4
Lithuania,2013,93.0,35.0,61.4,93.0,93.0,0.1,15.0,73.0
Lithuania,2012,93.0,0.0,6.9,93.0,93.0,0.1,15.1,73.0
Lithuania,2011,95.0,7.0,6.5,92.0,92.0,0.1,12.7,72.8
Lithuania,2010,94.0,2.0,6.0,95.0,95.0,0.1,12.9,72.4
Lithuania,2009,95.0,0.0,59.7,98.0,98.0,0.1,12.4,72.2
Lithuania,2008,96.0,1.0,59.3,96.0,96.0,0.1,13.3,71.1
Lithuania,2007,96.0,0.0,59.0,95.0,95.0,0.1,13.4,72.0
Lithuania,2006,95.0,1.0,58.7,94.0,94.0,0.1,12.7,76.0
Lithuania,2005,95.0,1.0,58.4,93.0,94.0,0.1,12.3,78.0
Lithuania,2004,94.0,1.0,58.1,9.0,94.0,0.1,12.1,71.6
Lithuania,2003,95.0,1.0,57.8,91.0,94.0,0.1,11.3,71.6
Lithuania,2002,94.0,103.0,57.5,97.0,95.0,0.1,11.0,71.4
Lithuania,2001,95.0,7.0,57.2,97.0,95.0,0.1,10.2,71.2
Lithuania,2000,98.0,19.0,56.9,92.0,94.0,0.1,9.9,71.6
Luxembourg,2015,94.0,0.0,61.3,99.0,99.0,0.1,0.0,82.0
Luxembourg,2014,94.0,0.0,6.9,99.0,99.0,0.1,11.1,81.7
Luxembourg,2013,94.0,0.0,6.5,99.0,99.0,0.1,11.0,81.4
Luxembourg,2012,94.0,2.0,6.1,99.0,99.0,0.1,11.3,81.1
Luxembourg,2011,95.0,6.0,59.6,96.0,99.0,0.1,11.5,88.0
Luxembourg,2010,94.0,0.0,59.2,96.0,99.0,0.1,11.4,86.0
Luxembourg,2009,95.0,0.0,58.8,96.0,99.0,0.1,11.4,83.0
Luxembourg,2008,94.0,1.0,58.4,96.0,99.0,0.1,11.5,80.0
Luxembourg,2007,87.0,0.0,57.9,96.0,99.0,0.1,11.8,79.7
Luxembourg,2006,95.0,8.0,57.5,99.0,99.0,0.1,12.0,79.4
Luxembourg,2005,95.0,0.0,57.0,99.0,99.0,0.1,11.8,78.8
Luxembourg,2004,94.0,0.0,56.4,99.0,99.0,0.1,12.4,78.7
Luxembourg,2003,95.0,1.0,55.8,99.0,98.0,0.1,12.6,78.6
Luxembourg,2002,95.0,0.0,55.2,99.0,99.0,0.1,12.9,78.3
Luxembourg,2001,86.0,0.0,54.6,99.0,99.0,0.1,12.9,78.0
Luxembourg,2000,77.0,0.0,54.0,99.0,99.0,0.1,13.1,77.8
Madagascar,2015,69.0,3.0,2.5,71.0,69.0,0.3,0.0,65.5
Madagascar,2014,73.0,3.0,2.0,73.0,73.0,0.3,0.0,65.1
Madagascar,2013,74.0,6.0,19.5,73.0,74.0,0.4,0.9,64.7
Madagascar,2012,7.0,2.0,19.0,71.0,7.0,0.4,0.9,64.3
Madagascar,2011,73.0,0.0,18.5,73.0,73.0,0.4,1.0,63.8
Madagascar,2010,7.0,1.0,18.0,7.0,7.0,0.5,1.0,63.3
Madagascar,2009,77.0,0.0,17.6,76.0,77.0,0.5,0.9,62.8
Madagascar,2008,77.0,3.0,17.1,77.0,77.0,0.5,0.7,62.3
Madagascar,2007,84.0,0.0,16.7,83.0,84.0,0.6,0.7,61.9
Madagascar,2006,82.0,2.0,16.3,83.0,85.0,0.6,0.7,61.4
Madagascar,2005,81.0,0.0,15.8,8.0,85.0,0.6,0.7,69.0
Madagascar,2004,71.0,35558.0,15.4,74.0,78.0,0.6,0.8,64.0
Madagascar,2003,61.0,62233.0,15.0,65.0,66.0,0.7,0.9,59.9
Madagascar,2002,51.0,10795.0,14.7,61.0,62.0,0.7,0.9,59.3
Madagascar,2001,0.0,9357.0,14.3,6.0,6.0,0.7,1.1,58.7
Madagascar,2000,0.0,35256.0,13.9,58.0,57.0,0.6,1.2,57.9
Malawi,2015,88.0,0.0,19.6,88.0,88.0,4.8,0.0,58.3
Malawi,2014,91.0,3.0,19.2,87.0,91.0,5.1,0.0,57.6
Malawi,2013,89.0,1.0,18.8,89.0,89.0,6.3,0.0,56.7
Malawi,2012,96.0,11.0,18.4,95.0,96.0,8.3,0.0,55.3
Malawi,2011,97.0,26.0,18.0,97.0,97.0,11.2,1.2,54.1
Malawi,2010,93.0,118712.0,17.6,86.0,93.0,13.7,1.1,52.9
Malawi,2009,93.0,21.0,17.3,93.0,93.0,14.9,1.2,51.5
Malawi,2008,91.0,20.0,16.9,92.0,91.0,16.9,1.3,50.0
Malawi,2007,87.0,143.0,16.6,88.0,87.0,19.3,1.2,48.5
Malawi,2006,99.0,1.0,16.2,99.0,99.0,21.1,1.2,47.1
Malawi,2005,93.0,184.0,15.9,94.0,93.0,22.4,1.0,46.0
Malawi,2004,89.0,1116.0,15.5,94.0,89.0,23.4,1.1,45.1
Malawi,2003,84.0,167.0,15.2,85.0,84.0,24.2,1.1,44.6
Malawi,2002,64.0,92.0,14.8,79.0,64.0,24.7,1.1,44.0
Malawi,2001,0.0,150.0,14.4,86.0,9.0,25.1,1.2,43.5
Malawi,2000,0.0,304.0,14.1,73.0,75.0,25.5,1.2,43.1
Malaysia,2015,99.0,1318.0,4.6,99.0,99.0,0.1,0.0,75.0
Malaysia,2014,96.0,221.0,39.5,97.0,97.0,0.1,0.5,74.8
Malaysia,2013,96.0,195.0,38.5,97.0,97.0,0.1,0.5,74.6
Malaysia,2012,97.0,1868.0,37.4,97.0,97.0,0.1,0.5,74.5
Malaysia,2011,96.0,1569.0,36.3,96.0,96.0,0.1,0.5,74.3
Malaysia,2010,96.0,73.0,35.3,96.0,96.0,0.1,0.5,74.1
Malaysia,2009,96.0,153.0,34.4,97.0,97.0,0.1,0.5,74.0
Malaysia,2008,97.0,334.0,33.4,97.0,97.0,0.1,0.5,73.8
Malaysia,2007,96.0,394.0,32.5,97.0,97.0,0.1,0.4,73.7
Malaysia,2006,95.0,564.0,31.6,95.0,95.0,0.1,0.4,73.6
Malaysia,2005,96.0,1407.0,3.7,96.0,96.0,0.1,0.5,73.4
Malaysia,2004,94.0,5729.0,29.8,95.0,95.0,0.1,0.5,73.2
Malaysia,2003,95.0,632.0,28.8,96.0,96.0,0.1,0.5,73.1
Malaysia,2002,95.0,408.0,27.9,94.0,94.0,0.1,0.5,72.9
Malaysia,2001,95.0,2198.0,27.0,95.0,96.0,0.1,0.5,72.7
Malaysia,2000,97.0,6187.0,26.0,98.0,98.0,0.1,0.5,72.4
Maldives,2015,99.0,0.0,27.4,99.0,99.0,0.1,0.0,78.5
Maldives,2014,99.0,0.0,26.2,99.0,99.0,0.1,0.0,78.2
Maldives,2013,99.0,0.0,25.1,99.0,99.0,0.1,0.0,77.9
Maldives,2012,99.0,0.0,24.1,99.0,99.0,0.1,0.0,77.6
Maldives,2011,96.0,0.0,23.1,96.0,96.0,0.1,1.9,77.3
Maldives,2010,97.0,0.0,22.1,97.0,96.0,0.1,1.8,76.7
Maldives,2009,98.0,6.0,21.2,98.0,98.0,0.1,1.6,76.3
Maldives,2008,98.0,0.0,2.3,98.0,98.0,0.1,1.8,75.9
Maldives,2007,98.0,20.0,19.5,98.0,98.0,0.1,1.8,75.4
Maldives,2006,98.0,47.0,18.7,98.0,98.0,0.1,1.6,75.0
Maldives,2005,98.0,1395.0,18.0,98.0,98.0,0.1,1.5,74.3
Maldives,2004,97.0,37.0,17.3,96.0,96.0,0.1,1.6,73.4
Maldives,2003,98.0,75.0,16.7,98.0,98.0,0.1,1.8,72.7
Maldives,2002,98.0,926.0,16.2,98.0,98.0,0.1,2.0,71.8
Maldives,2001,98.0,0.0,15.6,97.0,98.0,0.1,2.0,78.0
Maldives,2000,96.0,20.0,15.2,98.0,98.0,0.1,1.8,69.6
Mali,2015,64.0,215.0,23.8,66.0,64.0,1.5,0.0,58.2
Mali,2014,73.0,290.0,23.2,74.0,73.0,1.6,0.0,57.8
Mali,2013,69.0,221.0,22.5,7.0,69.0,1.6,0.0,57.3
Mali,2012,66.0,341.0,21.9,72.0,66.0,1.5,0.0,57.2
Mali,2011,66.0,24.0,21.3,72.0,66.0,1.5,0.6,56.8
Mali,2010,72.0,1719.0,2.7,77.0,73.0,1.5,0.6,56.5
Mali,2009,71.0,2939.0,2.2,77.0,73.0,1.6,0.6,56.0
Mali,2008,74.0,98.0,19.6,74.0,74.0,1.6,0.6,55.5
Mali,2007,74.0,2.0,19.0,76.0,74.0,1.7,0.6,55.0
Mali,2006,9.0,128.0,18.5,79.0,78.0,1.8,0.5,54.3
Mali,2005,83.0,33.0,18.0,78.0,77.0,1.9,0.6,53.6
Mali,2004,73.0,172.0,17.5,7.0,69.0,2.0,0.5,52.8
Mali,2003,79.0,232.0,17.0,67.0,63.0,2.2,0.5,52.0
Mali,2002,0.0,717.0,16.5,65.0,61.0,2.3,0.5,51.2
Mali,2001,0.0,4464.0,16.1,56.0,49.0,2.4,0.5,55.0
Mali,2000,0.0,1578.0,15.6,53.0,43.0,2.5,0.5,49.8
Malta,2015,95.0,2.0,69.6,97.0,97.0,0.1,0.0,81.7
Malta,2014,9.0,0.0,69.2,99.0,99.0,0.1,8.5,81.4
Malta,2013,94.0,0.0,68.8,99.0,99.0,0.1,8.6,81.1
Malta,2012,93.0,0.0,68.4,99.0,99.0,0.1,7.7,81.0
Malta,2011,82.0,3.0,68.0,96.0,96.0,0.1,6.9,87.0
Malta,2010,75.0,0.0,67.6,76.0,76.0,0.1,7.9,83.0
Malta,2009,86.0,1.0,67.1,73.0,73.0,0.1,7.4,82.0
Malta,2008,86.0,1.0,66.6,72.0,72.0,0.1,7.1,80.0
Malta,2007,82.0,2.0,66.1,76.0,74.0,0.1,7.5,79.6
Malta,2006,86.0,1.0,65.6,83.0,85.0,0.1,8.8,79.3
Malta,2005,85.0,6.0,65.0,94.0,92.0,0.1,6.4,79.0
Malta,2004,85.0,4.0,64.5,89.0,89.0,0.1,6.5,78.7
Malta,2003,89.0,4.0,63.9,94.0,94.0,0.1,6.7,78.5
Malta,2002,0.0,7.0,63.4,95.0,95.0,0.1,5.7,78.2
Malta,2001,0.0,2.0,62.8,95.0,95.0,0.1,5.6,77.8
Malta,2000,0.0,2.0,62.3,94.0,94.0,0.1,5.6,77.5
Mauritania,2015,73.0,1.0,3.8,67.0,73.0,0.9,0.0,63.1
Mauritania,2014,84.0,14.0,3.1,84.0,84.0,0.9,0.0,63.0
Mauritania,2013,8.0,62.0,29.4,8.0,8.0,1.1,0.0,62.7
Mauritania,2012,8.0,35.0,28.8,8.0,8.0,1.2,0.0,62.5
Mauritania,2011,75.0,234.0,28.1,73.0,75.0,1.2,0.0,62.2
Mauritania,2010,64.0,1292.0,27.4,52.0,64.0,1.2,0.0,62.0
Mauritania,2009,64.0,322.0,26.8,63.0,64.0,1.2,0.0,61.7
Mauritania,2008,74.0,4.0,26.1,73.0,74.0,1.3,0.0,61.4
Mauritania,2007,74.0,11.0,25.5,75.0,75.0,1.3,0.0,61.2
Mauritania,2006,68.0,22.0,24.8,68.0,68.0,1.3,0.0,69.0
Mauritania,2005,42.0,127.0,24.2,71.0,71.0,1.3,0.0,66.0
Mauritania,2004,0.0,5039.0,23.6,68.0,7.0,1.3,0.0,64.0
Mauritania,2003,0.0,3611.0,22.9,75.0,76.0,1.3,0.0,63.0
Mauritania,2002,0.0,883.0,22.3,91.0,89.0,1.2,0.0,62.0
Mauritania,2001,0.0,1398.0,21.7,75.0,75.0,1.2,0.0,61.0
Mauritania,2000,0.0,0.0,21.1,58.0,51.0,1.1,0.0,60.0
Mauritius,2015,97.0,0.0,33.3,98.0,97.0,0.1,0.0,74.6
Mauritius,2014,97.0,0.0,32.8,98.0,97.0,0.1,0.0,74.2
Mauritius,2013,98.0,0.0,32.3,98.0,98.0,0.1,0.0,74.1
Mauritius,2012,98.0,0.0,31.8,98.0,98.0,0.1,0.0,73.9
Mauritius,2011,98.0,2.0,31.3,98.0,98.0,0.1,3.0,73.6
Mauritius,2010,99.0,12.0,3.7,99.0,99.0,0.2,3.0,73.3
Mauritius,2009,99.0,15.0,3.2,99.0,99.0,0.1,2.8,72.8
Mauritius,2008,99.0,12.0,29.7,99.0,99.0,0.1,2.5,72.7
Mauritius,2007,97.0,13.0,29.1,96.0,97.0,0.1,3.2,72.9
Mauritius,2006,97.0,3.0,28.6,98.0,97.0,0.1,3.7,71.8
Mauritius,2005,97.0,7.0,28.0,97.0,97.0,0.1,3.9,72.1
Mauritius,2004,98.0,28.0,27.5,98.0,98.0,0.1,4.2,71.9
Mauritius,2003,97.0,777.0,26.9,99.0,99.0,0.1,4.1,71.5
Mauritius,2002,88.0,0.0,26.4,88.0,88.0,0.1,4.1,71.5
Mauritius,2001,92.0,0.0,25.8,93.0,92.0,0.1,4.4,71.5
Mauritius,2000,88.0,0.0,25.3,88.0,88.0,0.1,4.6,71.0
Mexico,2015,82.0,0.0,63.5,87.0,87.0,0.1,0.0,76.7
Mexico,2014,84.0,3.0,62.8,87.0,87.0,0.1,5.3,76.6
Mexico,2013,82.0,0.0,62.1,83.0,83.0,0.1,5.2,76.6
Mexico,2012,99.0,0.0,61.5,99.0,99.0,0.1,5.3,76.3
Mexico,2011,98.0,3.0,6.8,97.0,97.0,0.1,5.3,76.1
Mexico,2010,93.0,0.0,6.1,95.0,95.0,0.1,5.2,75.6
Mexico,2009,95.0,0.0,59.4,95.0,95.0,0.1,5.3,75.7
Mexico,2008,97.0,0.0,58.7,96.0,96.0,0.1,5.4,75.6
Mexico,2007,98.0,0.0,57.9,98.0,98.0,0.1,5.4,76.0
Mexico,2006,98.0,23.0,57.2,98.0,98.0,0.1,5.1,75.8
Mexico,2005,98.0,6.0,56.4,98.0,98.0,0.1,4.9,75.3
Mexico,2004,98.0,64.0,55.7,98.0,98.0,0.1,4.9,75.4
Mexico,2003,98.0,44.0,54.9,98.0,98.0,0.1,4.9,75.0
Mexico,2002,97.0,0.0,54.1,98.0,97.0,0.1,4.8,75.0
Mexico,2001,97.0,3.0,53.2,97.0,97.0,0.1,4.9,75.0
Mexico,2000,97.0,30.0,52.4,97.0,97.0,0.1,5.0,74.8
Mongolia,2015,99.0,20359.0,52.7,99.0,99.0,0.1,0.0,68.8
Mongolia,2014,99.0,0.0,51.5,99.0,99.0,0.1,0.0,68.4
Mongolia,2013,98.0,0.0,5.4,98.0,98.0,0.1,0.0,68.1
Mongolia,2012,99.0,0.0,49.2,99.0,99.0,0.1,0.0,67.8
Mongolia,2011,99.0,0.0,48.0,99.0,99.0,0.1,0.0,67.3
Mongolia,2010,96.0,7.0,46.9,96.0,96.0,0.1,5.8,66.3
Mongolia,2009,97.0,8.0,45.9,96.0,95.0,0.1,4.6,66.9
Mongolia,2008,96.0,31.0,44.9,95.0,96.0,0.1,4.3,67.4
Mongolia,2007,98.0,12.0,43.9,99.0,95.0,0.1,3.8,65.9
